student_id,academic_year,year_of_study,gpa_year,credits_attempted,credits_earned,credit_pace_ratio,nsfas_funded_this_year,funding_disruption_flag,residence_status,academic_standing,year_outcome,year_failure_label,dropout_label,delayed_graduation_label
SYN100014,2027,7,40.1,36,11,0.57,0,0,on_campus,exclusion,repeated,1,0,0
SYN100015,2023,1,59.2,60,46,0.77,0,0,off_campus,good,progressed,0,0,0
SYN100015,2024,2,71.4,60,58,0.87,0,0,off_campus,good,progressed,0,0,0
SYN100015,2025,3,56.5,48,35,0.83,0,0,off_campus,good,graduated,0,0,0
SYN100016,2023,1,73.2,60,55,0.92,0,0,off_campus,good,progressed,0,0,0
SYN100016,2024,2,39.0,60,11,0.55,0,0,off_campus,probation,dropped_out,1,1,0
SYN100017,2021,1,42.0,60,22,0.37,1,0,on_campus,probation,dropped_out,1,1,0
SYN100018,2023,1,50.8,60,23,0.38,1,0,off_campus,probation,dropped_out,1,1,0
SYN100019,2021,1,51.7,60,35,0.58,0,0,home,good,dropped_out,0,1,0
SYN100020,2022,1,52.2,60,22,0.37,0,0,off_campus,probation,repeated,1,0,0
SYN100020,2023,2,76.9,60,55,0.64,0,0,off_campus,good,progressed,0,0,0
SYN100020,2024,3,69.9,48,34,0.66,0,0,off_campus,good,progressed,0,0,0
SYN100020,2025,4,36.5,36,11,0.6,0,0,off_campus,probation,repeated,1,0,0
SYN100020,2026,5,57.5,36,24,0.61,0,0,off_campus,good,dropped_out,0,1,0
SYN100021,2023,1,65.1,60,46,0.77,0,0,off_campus,good,progressed,0,0,0
SYN100021,2024,2,59.2,60,36,0.68,0,0,off_campus,good,progressed,0,0,0
SYN100021,2025,3,64.2,48,34,0.69,0,0,off_campus,good,progressed,0,0,0
SYN100021,2026,4,78.8,36,36,0.75,0,0,off_campus,good,progressed,0,0,0
SYN100021,2027,5,54.6,36,22,0.72,0,0,off_campus,good,progressed,0,0,0
SYN100022,2021,1,49.4,60,23,0.38,1,0,home,probation,repeated,1,0,0
SYN100022,2022,2,44.5,60,12,0.29,1,1,home,probation,repeated,1,0,0
SYN100022,2023,3,31.3,48,0,0.21,1,0,home,probation,repeated,1,0,0
SYN100022,2024,4,50.8,36,11,0.23,0,0,home,probation,dropped_out,1,1,0
SYN100023,2021,1,56.7,60,24,0.4,0,0,on_campus,probation,dropped_out,1,1,0
SYN100024,2021,1,32.9,60,11,0.18,1,0,home,probation,repeated,1,0,0
SYN100024,2022,2,35.6,60,11,0.18,1,0,home,probation,repeated,1,0,0
SYN100024,2023,3,50.9,48,22,0.26,1,0,home,good,progressed,0,0,0
SYN100024,2024,4,30.0,36,0,0.22,1,0,home,probation,dropped_out,1,1,0
SYN100025,2022,1,65.5,60,46,0.77,0,0,off_campus,good,progressed,0,0,0
SYN100025,2023,2,77.4,60,56,0.85,0,0,off_campus,good,graduated,0,0,1
SYN100026,2022,1,43.0,60,23,0.38,0,0,off_campus,probation,dropped_out,1,1,0
SYN100027,2021,1,44.3,60,23,0.38,0,0,off_campus,probation,repeated,1,0,0
SYN100027,2022,2,67.5,60,59,0.68,0,0,off_campus,good,progressed,0,0,0
SYN100027,2023,3,55.2,48,23,0.62,0,0,off_campus,good,dropped_out,0,1,0
SYN100028,2021,1,32.7,60,12,0.2,1,0,home,probation,repeated,1,0,0
SYN100028,2022,2,43.0,60,0,0.1,1,0,home,probation,dropped_out,1,1,0
SYN100029,2023,1,40.7,60,23,0.38,1,0,off_campus,probation,dropped_out,1,1,0
SYN100030,2022,1,57.1,60,22,0.37,0,0,on_campus,probation,dropped_out,1,1,0
SYN100031,2021,1,68.1,60,58,0.97,0,0,on_campus,good,progressed,0,0,0
SYN100031,2022,2,63.9,60,45,0.86,0,0,on_campus,good,dropped_out,0,1,0
SYN100032,2023,1,65.0,60,48,0.8,0,0,home,good,progressed,0,0,0
SYN100032,2024,2,55.4,60,32,0.67,0,0,home,good,progressed,0,0,0
SYN100032,2025,3,56.4,48,33,0.67,0,0,home,good,progressed,0,0,0
SYN100032,2026,4,38.4,36,11,0.61,0,0,home,probation,repeated,1,0,0
SYN100032,2027,5,43.9,36,11,0.56,0,0,home,probation,dropped_out,1,1,0
SYN100033,2022,1,86.0,60,58,0.97,0,0,on_campus,good,progressed,0,0,0
SYN100033,2023,2,67.6,60,47,0.88,0,0,on_campus,good,progressed,0,0,0
SYN100033,2024,3,65.6,48,46,0.9,0,0,on_campus,good,progressed,0,0,0
SYN100033,2025,4,73.4,36,34,0.91,0,0,on_campus,good,graduated,0,0,0
SYN100034,2021,1,58.1,60,23,0.38,0,0,off_campus,probation,dropped_out,1,1,0
SYN100035,2021,1,37.2,60,12,0.2,1,1,on_campus,probation,repeated,1,0,0
SYN100035,2022,2,64.7,60,56,0.57,1,0,on_campus,probation,repeated,1,0,0
SYN100035,2023,3,67.9,48,33,0.6,1,0,on_campus,good,progressed,0,0,0
SYN100035,2024,4,31.7,36,0,0.5,1,0,on_campus,probation,repeated,1,0,0
SYN100035,2025,5,63.2,36,24,0.52,0,0,on_campus,exclusion,dropped_out,1,1,0
SYN100036,2023,1,38.0,60,0,0.0,0,0,off_campus,probation,dropped_out,1,1,0
SYN100037,2021,1,43.9,60,11,0.18,1,0,off_campus,probation,repeated,1,0,0
SYN100037,2022,2,30.0,60,0,0.09,1,0,off_campus,probation,dropped_out,1,1,0
SYN100038,2022,1,47.4,60,33,0.55,0,0,on_campus,good,dropped_out,0,1,0
SYN100039,2022,1,41.7,60,22,0.37,0,0,off_campus,probation,dropped_out,1,1,0
SYN100040,2021,1,63.9,60,35,0.58,1,0,home,good,progressed,0,0,0
SYN100040,2022,2,70.0,60,45,0.67,1,1,home,probation,repeated,1,0,0
SYN100040,2023,3,66.0,48,44,0.74,1,0,home,good,progressed,0,0,0
SYN100040,2024,4,80.4,36,36,0.78,1,1,home,good,progressed,0,0,0
SYN100040,2025,5,57.4,36,22,0.76,1,0,home,good,progressed,0,0,0
SYN100040,2026,6,54.3,36,23,0.74,1,1,home,good,progressed,0,0,0
SYN100040,2027,7,63.4,36,22,0.73,1,0,home,good,progressed,0,0,0
SYN100041,2022,1,64.5,60,43,0.72,0,0,home,good,progressed,0,0,0
SYN100041,2023,2,50.5,60,35,0.65,0,0,home,good,progressed,0,0,0
SYN100041,2024,3,71.8,48,34,0.67,0,0,home,good,progressed,0,0,0
SYN100041,2025,4,35.7,36,11,0.6,0,0,home,probation,repeated,1,0,0
SYN100041,2026,5,48.6,36,22,0.6,0,0,home,good,progressed,0,0,0
SYN100041,2027,6,30.0,36,0,0.53,0,0,home,exclusion,dropped_out,1,1,0
SYN100042,2021,1,75.0,60,57,0.95,0,0,home,good,progressed,0,0,0
SYN100042,2022,2,56.3,60,48,0.88,0,0,home,good,progressed,0,0,0
SYN100042,2023,3,71.5,48,35,0.83,0,0,home,good,graduated,0,0,0
SYN100043,2023,1,51.5,60,32,0.53,0,0,on_campus,good,progressed,0,0,0
SYN100043,2024,2,59.8,60,46,0.65,0,0,on_campus,good,progressed,0,0,0
SYN100043,2025,3,62.3,48,36,0.68,0,0,on_campus,good,progressed,0,0,0
SYN100043,2026,4,70.3,36,35,0.73,0,0,on_campus,good,progressed,0,0,0
SYN100043,2027,5,78.3,36,33,0.76,0,0,off_campus,good,progressed,0,0,0
SYN100043,2028,6,73.8,36,35,0.79,0,0,off_campus,good,progressed,0,0,0
SYN100044,2021,1,66.5,60,48,0.8,0,0,off_campus,good,dropped_out,0,1,0
SYN100045,2021,1,39.5,60,0,0.0,1,0,on_campus,probation,dropped_out,1,1,0
SYN100046,2022,1,75.9,60,58,0.97,0,0,off_campus,good,progressed,0,0,0
SYN100046,2023,2,59.2,60,45,0.86,0,0,off_campus,good,progressed,0,0,0
SYN100046,2024,3,79.5,48,44,0.88,0,0,off_campus,good,graduated,0,0,0
SYN100047,2021,1,76.7,60,58,0.97,0,0,on_campus,good,progressed,0,0,0
SYN100047,2022,2,77.9,60,60,0.98,0,0,on_campus,good,progressed,0,0,0
SYN100047,2023,3,63.1,48,45,0.97,0,0,on_campus,good,graduated,0,0,0
SYN100048,2021,1,54.4,60,34,0.57,0,0,on_campus,good,progressed,0,0,0
SYN100048,2022,2,60.4,60,34,0.57,0,0,on_campus,probation,repeated,1,0,0
SYN100048,2023,3,61.9,48,33,0.6,0,0,on_campus,good,progressed,0,0,0
SYN100048,2024,4,78.4,36,33,0.66,0,0,on_campus,good,progressed,0,0,0
SYN100048,2025,5,59.8,36,23,0.65,0,0,off_campus,good,progressed,0,0,0
SYN100048,2026,6,48.2,36,11,0.61,0,0,off_campus,exclusion,repeated,1,0,0
SYN100049,2023,1,66.1,60,46,0.77,1,0,on_campus,good,progressed,0,0,0
SYN100049,2024,2,48.0,60,24,0.58,1,1,on_campus,probation,repeated,1,0,0
SYN100049,2025,3,56.5,48,22,0.55,1,0,on_campus,good,progressed,0,0,0
SYN100049,2026,4,46.3,36,11,0.5,1,0,on_campus,probation,repeated,1,0,0
SYN100049,2027,5,46.2,36,11,0.47,1,0,on_campus,probation,repeated,1,0,0
SYN100049,2028,6,53.2,36,23,0.5,1,0,on_campus,good,dropped_out,0,1,0
SYN100050,2021,1,32.0,60,0,0.0,1,0,off_campus,probation,dropped_out,1,1,0
SYN100051,2021,1,81.4,60,57,0.95,0,0,off_campus,good,progressed,0,0,0
SYN100051,2022,2,86.2,60,58,0.96,0,0,off_campus,good,progressed,0,0,0
SYN100051,2023,3,76.0,48,47,0.96,0,0,off_campus,probation,graduated,1,0,0
SYN100052,2022,1,69.5,60,58,0.97,0,0,off_campus,good,progressed,0,0,0
SYN100052,2023,2,65.9,60,55,0.94,0,0,off_campus,good,progressed,0,0,0
SYN100052,2024,3,50.3,48,11,0.74,0,0,off_campus,probation,repeated,1,0,0
SYN100052,2025,4,71.4,36,34,0.77,0,0,off_campus,good,progressed,0,0,0
SYN100052,2026,5,31.5,36,12,0.71,0,0,off_campus,exclusion,repeated,1,0,0
SYN100053,2021,1,84.9,60,56,0.93,0,0,home,good,dropped_out,0,1,0
SYN100054,2023,1,30.0,60,0,0.0,1,0,on_campus,probation,dropped_out,1,1,0
SYN100055,2023,1,67.0,60,46,0.77,0,0,on_campus,good,progressed,0,0,0
SYN100055,2024,2,59.7,60,34,0.67,0,0,on_campus,good,dropped_out,0,1,0
SYN100056,2023,1,74.1,60,54,0.9,0,0,home,good,progressed,0,0,0
SYN100056,2024,2,71.8,60,46,0.83,0,0,home,good,progressed,0,0,0
SYN100056,2025,3,72.4,48,33,0.79,0,0,home,good,progressed,0,0,0
SYN100056,2026,4,82.1,36,33,0.81,0,0,home,good,graduated,0,0,0
SYN100057,2023,1,30.0,60,0,0.0,1,0,on_campus,probation,dropped_out,1,1,0
SYN100058,2022,1,68.5,60,46,0.77,0,0,home,good,progressed,0,0,0
SYN100058,2023,2,71.4,60,60,0.88,0,0,home,good,progressed,0,0,0
SYN100058,2024,3,67.3,48,48,0.92,0,0,home,good,progressed,0,0,0
SYN100058,2025,4,64.3,36,22,0.86,0,0,home,good,graduated,0,0,0
SYN100059,2022,1,72.2,60,44,0.73,0,0,off_campus,good,progressed,0,0,0
SYN100059,2023,2,77.5,60,59,0.86,0,0,on_campus,good,progressed,0,0,0
SYN100059,2024,3,64.1,48,35,0.82,0,0,on_campus,good,progressed,0,0,0
SYN100059,2025,4,85.7,36,33,0.84,0,0,on_campus,good,graduated,0,0,0
SYN100060,2021,1,53.6,60,35,0.58,1,0,home,good,progressed,0,0,0
SYN100060,2022,2,58.7,60,35,0.58,0,1,home,good,progressed,0,0,0
SYN100060,2023,3,45.0,48,11,0.48,0,0,home,probation,dropped_out,1,1,0
SYN100061,2021,1,71.2,60,59,0.98,1,0,on_campus,good,progressed,0,0,0
SYN100061,2022,2,76.3,60,56,0.96,1,0,on_campus,good,progressed,0,0,0
SYN100061,2023,3,83.9,48,45,0.95,1,0,on_campus,good,graduated,0,0,0
SYN100062,2022,1,30.0,60,0,0.0,0,0,on_campus,probation,dropped_out,1,1,0
SYN100063,2021,1,80.8,60,58,0.97,0,0,on_campus,good,progressed,0,0,0
SYN100063,2022,2,70.8,60,46,0.87,0,0,on_campus,good,progressed,0,0,0
SYN100063,2023,3,67.6,48,45,0.89,0,0,on_campus,good,graduated,0,0,0
SYN100064,2023,1,60.3,60,35,0.58,0,0,home,good,progressed,0,0,0
SYN100064,2024,2,76.9,60,46,0.68,0,0,home,good,progressed,0,0,0
SYN100064,2025,3,53.8,48,11,0.55,0,0,off_campus,probation,repeated,1,0,0
SYN100064,2026,4,39.1,36,11,0.5,0,0,off_campus,probation,repeated,1,0,0
SYN100064,2027,5,60.2,36,23,0.53,0,0,off_campus,good,progressed,0,0,0
SYN100064,2028,6,82.9,36,34,0.58,0,0,off_campus,good,progressed,0,0,0
SYN100065,2023,1,74.6,60,60,1.0,1,0,home,good,progressed,0,0,0
SYN100065,2024,2,61.2,60,46,0.88,1,0,home,good,progressed,0,0,0
SYN100065,2025,3,59.3,48,34,0.83,1,0,home,good,graduated,0,0,0
SYN100066,2023,1,36.9,60,0,0.0,0,0,off_campus,probation,dropped_out,1,1,0
SYN100067,2022,1,61.5,60,34,0.57,0,0,on_campus,good,progressed,0,0,0
SYN100067,2023,2,66.4,60,45,0.66,0,0,on_campus,good,progressed,0,0,0
SYN100067,2024,3,64.6,48,35,0.68,0,0,on_campus,good,dropped_out,0,1,0
SYN100068,2023,1,71.8,60,59,0.98,1,0,off_campus,good,progressed,0,0,0
SYN100068,2024,2,46.6,60,36,0.79,1,0,off_campus,good,progressed,0,0,0
SYN100068,2025,3,53.3,48,22,0.7,1,0,off_campus,good,progressed,0,0,0
SYN100068,2026,4,78.5,36,36,0.75,1,0,off_campus,good,progressed,0,0,0
SYN100068,2027,5,42.3,36,12,0.69,1,0,off_campus,exclusion,repeated,1,0,0
SYN100069,2022,1,66.8,60,55,0.92,0,0,on_campus,good,progressed,0,0,0
SYN100069,2023,2,74.3,60,59,0.95,0,0,on_campus,good,progressed,0,0,0
SYN100069,2024,3,78.4,48,45,0.95,0,0,on_campus,good,graduated,0,0,0
SYN100070,2023,1,49.8,60,11,0.18,0,0,off_campus,probation,repeated,1,0,0
SYN100070,2024,2,60.7,60,34,0.38,0,0,off_campus,good,progressed,0,0,0
SYN100070,2025,3,70.0,48,44,0.53,0,0,off_campus,good,progressed,0,0,0
SYN100070,2026,4,44.7,36,11,0.49,0,0,off_campus,probation,dropped_out,1,1,0
SYN100071,2023,1,43.2,60,22,0.37,0,0,home,probation,dropped_out,1,1,0
SYN100072,2023,1,54.8,60,33,0.55,1,0,off_campus,good,progressed,0,0,0
SYN100072,2024,2,79.5,60,57,0.75,1,0,off_campus,good,progressed,0,0,0
SYN100072,2025,3,52.0,48,24,0.68,1,0,off_campus,good,progressed,0,0,0
SYN100072,2026,4,51.8,36,24,0.68,1,0,off_campus,good,progressed,0,0,0
SYN100072,2027,5,64.8,36,22,0.67,1,0,off_campus,good,progressed,0,0,0
SYN100072,2028,6,80.0,36,33,0.7,1,0,off_campus,good,progressed,0,0,0
SYN100073,2021,1,74.7,60,44,0.73,1,0,off_campus,good,progressed,0,0,0
SYN100073,2022,2,59.8,60,47,0.76,1,0,off_campus,good,progressed,0,0,0
SYN100073,2023,3,72.1,48,47,0.82,1,0,home,good,graduated,0,0,0
SYN100074,2022,1,69.9,60,46,0.77,0,0,on_campus,good,progressed,0,0,0
SYN100074,2023,2,58.4,60,35,0.68,0,0,on_campus,good,progressed,0,0,0
SYN100074,2024,3,77.2,48,46,0.76,0,0,on_campus,good,progressed,0,0,0
SYN100074,2025,4,45.4,36,11,0.68,0,0,on_campus,probation,dropped_out,1,1,0
SYN100075,2022,1,72.8,60,45,0.75,0,0,off_campus,good,progressed,0,0,0
SYN100075,2023,2,67.7,60,46,0.76,0,0,off_campus,probation,dropped_out,1,1,0
SYN100076,2021,1,72.9,60,46,0.77,0,0,on_campus,good,progressed,0,0,0
SYN100076,2022,2,49.6,60,12,0.48,0,0,on_campus,probation,repeated,1,0,0
SYN100076,2023,3,72.1,48,45,0.61,0,0,on_campus,good,progressed,0,0,0
SYN100076,2024,4,66.1,36,24,0.62,0,0,on_campus,good,progressed,0,0,0
SYN100076,2025,5,48.4,36,12,0.58,0,0,on_campus,probation,dropped_out,1,1,0
SYN100077,2022,1,66.0,60,47,0.78,0,0,on_campus,good,progressed,0,0,0
SYN100077,2023,2,67.9,60,48,0.79,0,0,on_campus,good,progressed,0,0,0
SYN100077,2024,3,54.6,48,23,0.7,0,0,on_campus,good,progressed,0,0,0
SYN100077,2025,4,76.2,36,33,0.74,0,0,on_campus,good,progressed,0,0,0
SYN100077,2026,5,57.7,36,23,0.72,0,0,on_campus,good,progressed,0,0,0
SYN100078,2021,1,50.7,60,23,0.38,1,0,on_campus,probation,repeated,1,0,0
SYN100078,2022,2,39.7,60,12,0.29,1,0,on_campus,probation,dropped_out,1,1,0
SYN100079,2021,1,57.7,60,33,0.55,0,0,off_campus,good,progressed,0,0,0
SYN100079,2022,2,79.8,60,57,0.75,0,0,on_campus,good,progressed,0,0,0
SYN100079,2023,3,84.9,48,44,0.8,0,0,on_campus,good,progressed,0,0,0
SYN100079,2024,4,72.1,36,33,0.82,0,0,on_campus,good,graduated,0,0,0
SYN100080,2022,1,48.3,60,24,0.4,0,0,on_campus,probation,dropped_out,1,1,0
SYN100081,2021,1,64.8,60,43,0.72,1,0,home,good,progressed,0,0,0
SYN100081,2022,2,39.5,60,11,0.45,1,0,home,probation,dropped_out,1,1,0
SYN100082,2022,1,74.8,60,56,0.93,0,0,home,good,dropped_out,0,1,0
SYN100083,2021,1,41.8,60,11,0.18,1,0,home,probation,repeated,1,0,0
SYN100083,2022,2,35.4,60,12,0.19,1,1,home,probation,dropped_out,1,1,0
SYN100084,2021,1,33.9,60,0,0.0,1,0,home,probation,dropped_out,1,1,0
SYN100085,2022,1,71.3,60,48,0.8,0,0,home,good,progressed,0,0,0
SYN100085,2023,2,45.7,60,24,0.6,0,0,home,probation,repeated,1,0,0
SYN100085,2024,3,54.2,48,24,0.57,0,0,home,good,progressed,0,0,0
SYN100085,2025,4,53.2,36,23,0.58,0,0,home,good,progressed,0,0,0
SYN100085,2026,5,82.8,36,33,0.63,0,0,home,good,progressed,0,0,0
SYN100085,2027,6,68.1,36,35,0.68,0,0,home,probation,dropped_out,1,1,0
SYN100086,2023,1,75.6,60,57,0.95,0,0,on_campus,good,progressed,0,0,0
SYN100086,2024,2,56.1,60,34,0.76,0,0,on_campus,good,progressed,0,0,0
SYN100086,2025,3,30.0,48,0,0.54,0,0,on_campus,probation,dropped_out,1,1,0
SYN100087,2021,1,61.4,60,35,0.58,1,0,off_campus,good,progressed,0,0,0
SYN100087,2022,2,46.0,60,22,0.47,1,0,off_campus,probation,dropped_out,1,1,0
SYN100088,2021,1,47.5,60,23,0.38,0,0,home,probation,dropped_out,1,1,0
SYN100089,2022,1,70.1,60,45,0.75,0,0,home,good,progressed,0,0,0
SYN100089,2023,2,67.4,60,55,0.83,0,0,on_campus,good,progressed,0,0,0
SYN100089,2024,3,78.0,48,47,0.88,0,0,home,good,progressed,0,0,0
SYN100089,2025,4,64.2,36,36,0.9,0,0,home,good,graduated,0,0,1
SYN100090,2023,1,30.0,60,0,0.0,0,0,off_campus,probation,dropped_out,1,1,0
SYN100091,2021,1,63.3,60,33,0.55,1,0,home,good,dropped_out,0,1,0
SYN100092,2023,1,37.2,60,12,0.2,1,0,on_campus,probation,dropped_out,1,1,0
SYN100093,2021,1,82.1,60,54,0.9,1,0,on_campus,good,graduated,0,0,0
SYN100094,2021,1,31.1,60,12,0.2,0,0,on_campus,probation,repeated,1,0,0
SYN100094,2022,2,64.9,60,48,0.5,0,0,on_campus,good,progressed,0,0,0
SYN100094,2023,3,77.7,48,48,0.64,0,0,on_campus,good,progressed,0,0,0
SYN100094,2024,4,61.4,36,23,0.64,0,0,on_campus,probation,repeated,1,0,0
SYN100094,2025,5,52.1,36,22,0.64,0,0,on_campus,good,progressed,0,0,0
SYN100094,2026,6,59.6,36,22,0.63,0,0,on_campus,good,progressed,0,0,0
SYN100095,2022,1,70.7,60,54,0.9,0,0,home,good,progressed,0,0,0
SYN100095,2023,2,68.9,60,57,0.93,0,0,home,good,progressed,0,0,0
SYN100095,2024,3,65.7,48,35,0.87,0,0,home,good,graduated,0,0,0
SYN100096,2022,1,66.6,60,60,1.0,1,0,off_campus,good,progressed,0,0,0
SYN100096,2023,2,84.5,60,59,0.99,1,1,off_campus,good,progressed,0,0,0
SYN100096,2024,3,74.5,48,44,0.97,1,0,off_campus,good,dropped_out,0,1,0
SYN100097,2023,1,67.4,60,46,0.77,0,0,off_campus,good,progressed,0,0,0
SYN100097,2024,2,54.3,60,34,0.67,0,0,off_campus,good,progressed,0,0,0
SYN100097,2025,3,63.6,48,35,0.68,0,0,off_campus,good,dropped_out,0,1,0
SYN100098,2022,1,43.8,60,12,0.2,0,1,off_campus,probation,dropped_out,1,1,0
SYN100099,2021,1,71.4,60,55,0.92,1,0,off_campus,good,progressed,0,0,0
SYN100099,2022,2,57.2,60,35,0.75,1,0,off_campus,good,progressed,0,0,0
SYN100099,2023,3,68.1,48,34,0.74,1,0,off_campus,good,progressed,0,0,0
SYN100099,2024,4,78.4,36,35,0.78,1,0,home,good,progressed,0,0,0
SYN100099,2025,5,73.9,36,23,0.76,1,0,home,good,progressed,0,0,0
SYN100099,2026,6,61.7,36,23,0.74,1,0,home,good,progressed,0,0,0
SYN100100,2023,1,43.2,60,23,0.38,1,0,on_campus,probation,dropped_out,1,1,0
SYN100101,2023,1,75.2,60,58,0.97,0,0,off_campus,good,progressed,0,0,0
SYN100101,2024,2,71.5,60,59,0.97,0,0,off_campus,good,progressed,0,0,0
SYN100101,2025,3,80.9,48,44,0.96,0,0,off_campus,good,progressed,0,0,0
SYN100101,2026,4,85.3,36,33,0.95,0,0,off_campus,good,progressed,0,0,0
SYN100101,2027,5,59.2,36,24,0.91,0,0,off_campus,good,graduated,0,0,0
SYN100102,2022,1,70.8,60,57,0.95,0,0,home,good,progressed,0,0,0
SYN100102,2023,2,30.1,60,22,0.66,0,0,home,probation,dropped_out,1,1,0
SYN100103,2022,1,74.9,60,57,0.95,1,0,off_campus,good,progressed,0,0,0
SYN100103,2023,2,65.4,60,44,0.84,1,0,on_campus,good,progressed,0,0,0
SYN100103,2024,3,69.7,48,45,0.87,1,0,on_campus,good,progressed,0,0,0
SYN100103,2025,4,61.1,36,24,0.83,1,0,on_campus,good,graduated,0,0,0
SYN100104,2023,1,35.2,60,0,0.0,1,0,home,probation,dropped_out,1,1,0
SYN100105,2021,1,72.1,60,59,0.98,0,0,off_campus,good,dropped_out,0,1,0
SYN100106,2022,1,68.1,60,60,1.0,0,0,on_campus,good,progressed,0,0,0
SYN100106,2023,2,89.0,60,57,0.97,0,0,on_campus,good,progressed,0,0,0
SYN100106,2024,3,33.5,48,11,0.76,0,0,on_campus,probation,dropped_out,1,1,0
SYN100107,2022,1,70.8,60,59,0.98,0,0,home,good,progressed,0,0,0
SYN100107,2023,2,47.8,60,23,0.68,0,0,home,probation,dropped_out,1,1,0
SYN100108,2022,1,32.6,60,0,0.0,0,0,home,probation,dropped_out,1,1,0
SYN100109,2022,1,54.4,60,22,0.37,0,0,on_campus,probation,dropped_out,1,1,0
SYN100110,2023,1,79.5,60,59,0.98,0,0,off_campus,good,progressed,0,0,0
SYN100110,2024,2,83.2,60,56,0.96,0,0,off_campus,good,dropped_out,0,1,0
